cell_id,center_lat,center_lon,ndvi_2018,ndvi_2021,ndvi_2024,ndvi_change_2015_2018,ndvi_change_2018_2021,ndvi_change_2021_2024,ndvi_total_change,ndvi_mean,ndvi_std,ndvi_accel,fragmentation_index,road_length_km,building_count,infra_pressure,urban_proximity_score,dist_to_cbd_km,rainfall_anomaly,rainfall_stress,gbif_observations,gbif_species_count,biodiversity_density,lag_stress_score,ecological_vulnerability_score,degradation_label,predicted_label,pred_confidence,latent_stress_1,latent_stress_2,latent_stress_3,latent_stress_score,latent_stress_norm,cluster,cluster_name
984,12.8305,77.7185,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.046257,20.6183,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1693,stable,stable,1.0,-154.0466,-1.6395,-1.0885,154.0553,0.0005,0,Vegetation-loss zone
985,12.8305,77.7275,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.044914,21.2647,49.25,0,0.0,0.0,0.0,0.0849,0.1691,stable,stable,1.0,-154.0463,-1.0722,-7.3445,154.05,0.0005,0,Vegetation-loss zone
986,12.8305,77.7365,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.043601,21.9353,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1688,stable,stable,1.0,-154.0467,-1.9072,-0.7378,154.0585,0.0005,0,Vegetation-loss zone
987,12.8305,77.7455,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.042323,22.628,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1685,stable,stable,1.0,-154.0468,-2.048,-0.5534,154.0604,0.0005,0,Vegetation-loss zone
988,12.8305,77.7545,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.041083,23.3407,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1683,stable,stable,1.0,-154.0469,-2.1929,-0.3636,154.0625,0.0005,0,Vegetation-loss zone
989,12.8305,77.7635,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.039885,24.0718,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.168,stable,stable,1.0,-154.0469,-2.3415,-0.1689,154.0647,0.0005,0,Vegetation-loss zone
990,12.8305,77.7725,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.03873,24.8196,49.25,0,17.0,16.0,1.0625,0.0849,0.1678,stable,stable,1.0,-137.0245,13.6147,-3.7046,137.6992,0.0004,0,Vegetation-loss zone
991,12.8305,77.7815,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.037619,25.5826,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1675,stable,stable,1.0,-154.0471,-2.6486,0.2334,154.0699,0.0005,0,Vegetation-loss zone
992,12.8305,77.7905,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.03655,26.3595,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1673,stable,stable,1.0,-154.0472,-2.8066,0.4403,154.0728,0.0005,0,Vegetation-loss zone
993,12.8305,77.7995,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.035525,27.1492,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1671,stable,stable,1.0,-154.0473,-2.9671,0.6505,154.0758,0.0005,0,Vegetation-loss zone
994,12.8305,77.8085,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.034542,27.9504,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1669,stable,stable,1.0,-154.0474,-3.13,0.8639,154.0792,0.0005,0,Vegetation-loss zone
995,12.8305,77.8175,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.033599,28.7624,45.370000000000005,0,0.0,0.0,0.0,0.0849,0.1667,stable,stable,1.0,-154.0469,-2.1971,-9.0206,154.0625,0.0005,0,Vegetation-loss zone
996,12.8305,77.8265,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.032697,29.5841,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1665,stable,stable,1.0,-154.0475,-3.4621,1.2989,154.0864,0.0005,0,Vegetation-loss zone
997,12.8305,77.8355,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.031832,30.4148,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1663,stable,stable,1.0,-154.0476,-3.6309,1.5201,154.0904,0.0005,0,Vegetation-loss zone
998,12.8305,77.8445,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.031004,31.2539,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1661,stable,stable,1.0,-154.0477,-3.8015,1.7436,154.0946,0.0005,0,Vegetation-loss zone
999,12.8305,77.8535,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.030211,32.1005,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.166,stable,stable,1.0,-154.0478,-3.9736,1.969,154.099,0.0005,0,Vegetation-loss zone
1000,12.8305,77.8625,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.029451,32.9542,45.370000000000005,0,0.0,0.0,0.0,0.0849,0.1658,stable,stable,1.0,-154.0473,-3.0492,-7.9044,154.0775,0.0005,0,Vegetation-loss zone
1001,12.8305,77.8715,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.028724,33.8143,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1657,stable,stable,1.0,-154.048,-4.322,2.4254,154.1086,0.0005,0,Vegetation-loss zone
1002,12.8305,77.8805,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.028026,34.6806,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1655,stable,stable,1.0,-154.0481,-4.4981,2.656,154.1137,0.0005,0,Vegetation-loss zone
1003,12.8305,77.8895,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.027358,35.5523,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1654,stable,stable,1.0,-154.0482,-4.6753,2.8882,154.1191,0.0005,0,Vegetation-loss zone
1004,12.8305,77.8985,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.026717,36.4293,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1652,stable,stable,1.0,-154.0483,-4.8536,3.1217,154.1247,0.0005,0,Vegetation-loss zone
1005,12.8395,77.3045,0.7009,0.6692,0.355,0.1058,-0.0316999999999999,-0.3142,-0.2400999999999999,0.5750333333333333,0.191212508307729,-0.2825000000000001,0.3325,0.0,0,0.0,0.028049,34.6513,107.36000000000011,0,0.0,0.0,0.0,0.0095,0.1271,stable,stable,1.0,-154.0509,-9.7725,51.225,154.3606,0.0005,0,Vegetation-loss zone
1006,12.8395,77.3135,-0.0017,0.2372,0.2111,-0.6721,0.2389,-0.0260999999999999,-0.4593,0.1488666666666666,0.1310459588592236,-0.2649999999999999,0.8803,0.0,0,0.0,0.028759,33.7713,56.040899653979245,0,0.0,0.0,0.0,0.2016,0.2525,stable,stable,0.995,-154.048,-4.3138,2.4149,154.1084,0.0005,0,Vegetation-loss zone
1007,12.8395,77.3225,0.4803,0.4114,0.1163,-0.1831999999999999,-0.0689,-0.2951,-0.5472,0.336,0.1933594321464562,-0.2261999999999999,0.5755,0.0,0,0.0,0.029501,32.8966,56.040899653979245,0,0.0,0.0,0.0,0.0756,0.2715,stable,stable,1.0,-154.0479,-4.1357,2.1812,154.1034,0.0005,0,Vegetation-loss zone
1008,12.8395,77.3315,0.3082,0.5822,0.2824,-0.3526000000000001,0.2740000000000001,-0.2998,-0.3784,0.3909333333333333,0.166143351757852,-0.5738000000000001,0.425,0.0,0,0.0,0.030278,32.0276,56.040899653979245,0,0.0,0.0,0.0,0.1058,0.1914,stable,stable,1.0,-154.0478,-3.9591,1.95,154.0987,0.0005,0,Vegetation-loss zone
1009,12.8395,77.3405,0.6378,0.6939,0.4276,0.1326,0.0560999999999999,-0.2663,-0.0776,0.5864333333333334,0.1403845551808792,-0.3223999999999999,0.2394,0.0,0,0.0,0.03109,31.1649,56.040899653979245,0,0.0,0.0,0.0,0.0,0.0536,stable,stable,1.0,-154.0477,-3.7834,1.7195,154.0942,0.0005,0,Vegetation-loss zone
1010,12.8395,77.3495,0.3015,0.4673,0.2811,-0.3556,0.1658,-0.1861999999999999,-0.376,0.3499666666666667,0.102124303343197,-0.3519999999999998,0.2918,0.0,0,0.0,0.03194,30.3089,107.36000000000011,0,0.0,0.0,0.0,0.1067,0.1828,stable,stable,1.0,-154.0504,-8.8897,50.069,154.3067,0.0005,0,Vegetation-loss zone
1011,12.8395,77.3585,0.4605,0.5719,0.1826,-0.1159,0.1113999999999999,-0.3893,-0.3938,0.405,0.2004964089453973,-0.5006999999999999,0.4951,0.0,0,0.0,0.03283,29.4602,56.040899653979245,0,0.0,0.0,0.0,0.0348,0.2027,stable,stable,1.0,-154.0475,-3.4372,1.2662,154.0859,0.0005,0,Vegetation-loss zone
1012,12.8395,77.3675,0.2283,0.3743,0.1763,-0.3162999999999999,0.146,-0.198,-0.3682999999999999,0.2596333333333333,0.1026515140333221,-0.344,0.3954,0.0,0,0.0,0.033762,28.6195,56.040899653979245,0,0.0,0.0,0.0,0.0949,0.1861,stable,stable,1.0,-154.0474,-3.2661,1.0422,154.0821,0.0005,0,Vegetation-loss zone
1013,12.8395,77.3765,0.5199,0.3261,0.1082,-0.2072999999999999,-0.1938,-0.2178999999999999,-0.619,0.3180666666666666,0.2059675298034458,-0.0240999999999999,0.6476,0.0,0,0.0,0.034737,27.7875,56.040899653979245,0,0.0,0.0,0.0,0.1203,0.3072,stable,stable,0.985,-154.0473,-3.0971,0.8207,154.0785,0.0005,0,Vegetation-loss zone
1014,12.8395,77.3855,0.2866,0.6526,0.247,-0.1569999999999999,0.3659999999999999,-0.4055999999999999,-0.1966,0.3954,0.2236200348805982,-0.7715999999999998,0.5656,0.0,0,0.0,0.035759,26.965,56.040899653979245,0,0.0,0.0,0.0,0.0471,0.1243,stable,stable,1.0,-154.0473,-2.9302,0.602,154.0751,0.0005,0,Vegetation-loss zone
1015,12.8395,77.3945,0.0443,0.4768,0.171,-0.7166,0.4325,-0.3057999999999999,-0.5899,0.2307,0.2223446199034283,-0.7383,0.9638,0.0,0,0.0,0.036828,26.153,101.40999999999984,0,0.0,0.0,0.0,0.215,0.3143,stable,stable,0.955,-154.0497,-7.4336,43.3316,154.2289,0.0005,0,Vegetation-loss zone
1016,12.8395,77.4035,0.223,0.5085,0.2651,-0.306,0.2855,-0.2433999999999999,-0.2639,0.3322,0.1541245275742962,-0.5288999999999999,0.4639,0.0,0,0.0,0.037947,25.3523,56.040899653979245,0,0.0,0.0,0.0,0.0918,0.1471,stable,stable,1.0,-154.0471,-2.6021,0.1724,154.0691,0.0005,0,Vegetation-loss zone
1017,12.8395,77.4125,0.1788,0.4274,0.1557,-0.244,0.2486,-0.2717,-0.2671,0.2539666666666667,0.1506411077141075,-0.5203,0.5932,0.0,0,0.0,0.039117,24.5642,56.040899653979245,0,0.0,0.0,0.0,0.0732,0.1564,stable,stable,1.0,-154.047,-2.442,-0.0374,154.0664,0.0005,0,Vegetation-loss zone
1018,12.8395,77.4215,0.253,0.4838,0.3385,-0.3564,0.2308,-0.1452999999999999,-0.2709,0.3584333333333333,0.1166840320409495,-0.3760999999999999,0.3255,0.0,0,0.0,0.040339,23.7899,56.040899653979245,0,0.0,0.0,0.0,0.1069,0.1422,stable,stable,1.0,-154.0469,-2.2843,-0.2439,154.0639,0.0005,0,Vegetation-loss zone
1019,12.8395,77.4305,0.6215,0.4103,0.1382,-0.0053999999999999,-0.2112,-0.2721,-0.4887,0.3899999999999999,0.2422886501675223,-0.0609,0.6213,0.0,0,0.0,0.041613,23.0307,56.040899653979245,0,0.0,0.0,0.0,0.065,0.2521,stable,stable,1.0,-154.0468,-2.1301,-0.4461,154.0616,0.0005,0,Vegetation-loss zone
1020,12.8395,77.4395,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.04294,22.2882,101.40999999999984,0,31.0,18.0,1.7222,0.0849,0.1686,stable,stable,1.0,-123.0186,10.756,45.3078,123.488,0.0004,0,Vegetation-loss zone
1021,12.8395,77.4485,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.044318,21.5642,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1689,stable,stable,1.0,-154.0467,-1.8318,-0.8367,154.0576,0.0005,0,Vegetation-loss zone
1022,12.8395,77.4575,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.045745,20.8605,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1692,stable,stable,1.0,-154.0466,-1.6887,-1.024,154.0559,0.0005,0,Vegetation-loss zone
1023,12.8395,77.4665,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.047216,20.1793,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1695,stable,stable,1.0,-154.0465,-1.5503,-1.2054,154.0543,0.0005,0,Vegetation-loss zone
1024,12.8395,77.4755,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.048726,19.523,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1699,stable,stable,1.0,-154.0465,-1.4168,-1.3802,154.053,0.0005,0,Vegetation-loss zone
1025,12.8395,77.4845,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.050266,18.8941,64.15999999999985,0,0.0,0.0,0.0,0.0849,0.1702,stable,stable,1.0,-154.0468,-2.1244,6.1376,154.0615,0.0005,0,Vegetation-loss zone
1026,12.8395,77.4935,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.051826,18.2954,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1705,stable,stable,1.0,-154.0463,-1.1673,-1.7071,154.0508,0.0005,0,Vegetation-loss zone
1027,12.8395,77.5025,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.05339,17.7301,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1708,stable,stable,1.0,-154.0463,-1.0524,-1.8576,154.0499,0.0005,0,Vegetation-loss zone
1028,12.8395,77.5115,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.054941,17.2014,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1711,stable,stable,1.0,-154.0462,-0.9449,-1.9984,154.0491,0.0005,0,Vegetation-loss zone
1029,12.8395,77.5205,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.056456,16.7128,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1715,stable,stable,1.0,-154.0462,-0.8456,-2.1285,154.0485,0.0005,0,Vegetation-loss zone
1030,12.8395,77.5295,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.057911,16.2679,64.15999999999985,0,3040.0,90.0,33.7778,0.0849,0.1718,stable,stable,1.0,2886.1938,81.3729,21.0747,2887.3406,0.0125,0,Vegetation-loss zone
1031,12.8395,77.5385,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.059275,15.8704,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1721,stable,stable,1.0,-154.0461,-0.6743,-2.3528,154.0476,0.0005,0,Vegetation-loss zone
1032,12.8395,77.5475,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.060519,15.5238,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1723,stable,stable,1.0,-154.046,-0.6039,-2.4451,154.0472,0.0005,0,Vegetation-loss zone
1033,12.8395,77.5565,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.061607,15.2318,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1725,stable,stable,1.0,-154.046,-0.5445,-2.5229,154.047,0.0005,0,Vegetation-loss zone
1034,12.8395,77.5655,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.06251,14.9975,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1727,stable,stable,1.0,-154.046,-0.4969,-2.5853,154.0468,0.0005,0,Vegetation-loss zone
1035,12.8395,77.5745,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.063197,14.8236,48.65000000000032,0,0.0,0.0,0.0,0.0849,0.1729,stable,stable,1.0,-154.0456,0.2989,-9.6276,154.0458,0.0005,0,Vegetation-loss zone
1036,12.8395,77.5835,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.063645,14.7122,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.173,stable,stable,1.0,-154.046,-0.4389,-2.6613,154.0466,0.0005,0,Vegetation-loss zone
1037,12.8395,77.5925,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.063837,14.6649,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.173,stable,stable,1.0,-154.0459,-0.4293,-2.6739,154.0465,0.0005,0,Vegetation-loss zone
1038,12.8395,77.6015,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.063767,14.6821,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.173,stable,stable,1.0,-154.0459,-0.4328,-2.6693,154.0466,0.0005,0,Vegetation-loss zone
1039,12.8395,77.6105,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.063437,14.7637,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1729,stable,stable,1.0,-154.046,-0.4494,-2.6475,154.0466,0.0005,0,Vegetation-loss zone
1040,12.8395,77.6195,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.062859,14.9087,48.65000000000032,0,64.0,29.0,2.2069,0.0849,0.1728,stable,stable,1.0,-90.0045,28.1632,-4.716,94.3079,0.0002,0,Vegetation-loss zone
1041,12.8395,77.6285,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.062054,15.1151,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1726,stable,stable,1.0,-154.046,-0.5208,-2.554,154.0469,0.0005,0,Vegetation-loss zone
1042,12.8395,77.6375,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.061048,15.3806,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1724,stable,stable,1.0,-154.046,-0.5748,-2.4833,154.0471,0.0005,0,Vegetation-loss zone
1043,12.8395,77.6465,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.059873,15.7021,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1722,stable,stable,1.0,-154.0461,-0.6401,-2.3977,154.0474,0.0005,0,Vegetation-loss zone
1044,12.8395,77.6555,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.058561,16.0763,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1719,stable,stable,1.0,-154.0461,-0.7162,-2.298,154.0478,0.0005,0,Vegetation-loss zone
1045,12.8395,77.6645,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.057144,16.4995,22.770000000000095,0,0.0,0.0,0.0,0.0849,0.1716,stable,stable,1.0,-154.0443,2.6211,-33.6785,154.0666,0.0005,0,Vegetation-loss zone
1046,12.8395,77.6735,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.055654,16.9682,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1713,stable,stable,1.0,-154.0462,-0.8975,-2.0605,154.0488,0.0005,0,Vegetation-loss zone
1047,12.8395,77.6825,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.054117,17.4786,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.171,stable,stable,1.0,-154.0462,-1.0012,-1.9246,154.0495,0.0005,0,Vegetation-loss zone
1048,12.8395,77.6915,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.052556,18.0273,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1707,stable,stable,1.0,-154.0463,-1.1128,-1.7785,154.0503,0.0005,0,Vegetation-loss zone
1049,12.8395,77.7005,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.050992,18.6108,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1703,stable,stable,1.0,-154.0464,-1.2314,-1.6231,154.0513,0.0005,0,Vegetation-loss zone
1050,12.8395,77.7095,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.049442,19.2259,49.25,0,22.0,21.0,1.0476,0.0849,0.17,stable,stable,1.0,-132.0213,19.4995,-4.3317,133.4536,0.0004,0,Vegetation-loss zone
1051,12.8395,77.7185,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.047916,19.8698,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1697,stable,stable,1.0,-154.0465,-1.4873,-1.2879,154.0537,0.0005,0,Vegetation-loss zone
1052,12.8395,77.7275,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.046426,20.5397,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1694,stable,stable,1.0,-154.0466,-1.6235,-1.1095,154.0551,0.0005,0,Vegetation-loss zone
1053,12.8395,77.7365,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.044978,21.2331,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1691,stable,stable,1.0,-154.0466,-1.7645,-0.9248,154.0568,0.0005,0,Vegetation-loss zone
1054,12.8395,77.7455,0.2576,0.4007,0.21565,-0.2829,0.0907,-0.1794999999999999,-0.3311499999999999,0.2913166666666666,0.0970231200968786,-0.2701999999999999,0.333,0.0,0,0.0,0.043577,21.9479,56.040899653979245,0,0.0,0.0,0.0,0.0849,0.1688,stable,stable,1.0,-154.0467,-1.9098,-0.7345,154.0586,0.0005,0,Vegetation-loss zone
